d,theta,coh_shots,pauli_shots,coherent_LER,coherent_SE,pauli_LER,pauli_SE,ratio,ratio_SE
5,0.2,6000,120000,0.04367138141269509,0.0016852565579002054,0.012816666666666667,0.0003247101235746306,3.4073899671803707,0.15729491074589047
